#序號 字 小韻序號 頁碼
8715 𦌠 1280 24
8716 敝 1280 24
8717 弊 1280 24
8718 獘 1280 24
8719 斃 1280 24
8720 幣 1280 24
8721 被 1280 24
8722 髲 1280 24
8723 骳 1280 24
8724 鞁 1280 24
8725 鼻 1280 24/25
8726 比 1280 25
8727 𢈷 1280 25
8728 庳 1280 25
8729 婢 1280 25
8730 濞 1280 25
8731 淠 1280 25
8732 備 1280 25
8733 𤰇 1280 25
8734 犕 1280 25
8735 鞴 1280 25
8736 奰 1280 25
8737 糒 1280 25
8738 贔 1280 25
8739 紕 1280 25
8740 陛 1280 25/26
8741 誓 1281 26
8742 噬 1281 26
8743 筮 1281 26
8744 逝 1281 26
8745 忕 1281 26
8746 澨 1281 26
8747 遾 1281 26
8748 未 1282 26
8749 味 1282 26
8750 廁 1283 26
8751 厠 1283 26
8752 杫 1283 27
8753 次 1284 27
8754 刺 1284 27
8755 𧧒 1284 27
8756 庛 1284 27
8757 佽 1284 27
8758 㐸 1284 27
8759 䯸 1284 27
8760 絘 1284 27/28
8761 戲 1285 28
8762 憙 1285 28
8763 嬉 1285 28
8764 欷 1285 28
8765 唏 1285 28
8766 餼 1285 28
8767 氣 1285 28
8768 既 1285 28
8769 黖 1285 28
8770 愾 1285 28
8771 熂 1285 28
8772 霼 1285 28
8773 摡 1285 28
8774 塈 1285 28
8775 𡏲 1285 28
8776 齂 1285 28
8777 咥 1285 28
8778 屭 1285 28
8779 屓 1285 28
8780 豷 1285 29
8781 燹 1285 29
8782 意 1286 29
8783 薏 1286 29
8784 輢 1286 29
8785 倚 1286 29
8786 衣 1286 29
8787 懿 1286 29
8788 医 1287 29
8789 翳 1287 29
8790 繄 1287 29
8791 蘙 1287 29
8792 嫕 1287 29
8793 瘱 1287 29
8794 殪 1287 29
8795 曀 1287 29
8796 㙪 1287 29
8797 㙠 1287 29
8798 縊 1287 29
8799 瞖 1287 29
8800 撎 1287 29
8801 饐 1287 29
8802 䭇 1287 29
8803 𢉉 1287 29
8804 餲 1287 30
8805 費 1288 30
8806 髴 1288 30
8807 𢘍 1288 30
8808 沸 1288 30
8809 𩰾 1288 30
8810 誹 1288 30
8811 非 1288 30
8812 芾 1288 30
8813 廢 1288 30
8814 癈 1288 30
8815 祓 1288 30
8816 茀 1288 30
8817 茇 1288 30
8818 肺 1288 30
8819 杮 1288 30
8820 屝 1288 30
8821 菲 1288 30
8822 䠊 1288 30
8823 剕 1288 30
8824 厞 1288 30
8825 痱 1288 30/31
8826 腓 1288 31
8827 萉 1288 31
8828 翡 1288 31
8829 彿 1288 31
8830 𥜿 1288 31
8831 昲 1288 31
8832 䆏 1288 31
8833 𪎰 1288 31
8834 鄪 1288 31
8835 蜚 1288 31
8836 吠 1288 31
8837 茷 1288 31
8838 世 1289 31
8839 貰 1289 31
8840 勢 1289 31
8841 埶 1289 31
8842 𢟯 1289 31/32
8843 掣 1290 32
8844 觢 1290 32
8845 懘 1290 32
8846 揥 1290 32
8847 傺 1290 32
8848 袲 1290 32
8849 侐 1291 32
8850 閉 1292 32
8851 箅 1292 32
8852 蔽 1292 32
8853 敝 1292 32
8854 弊 1292 32
8855 鷩 1292 32
8856 潎 1292 32
8857 撇 1292 32
8858 撆 1292 32
8859 箄 1292 32/33
8860 轡 1293 33
8861 帔 1293 33
8862 媲 1293 33
8863 臂 1294 33
8864 賁 1294 33
8865 霽 1295 35
8866 濟 1295 35
8867 擠 1295 35
8868 祭 1295 35
8869 際 1295 35
8870 穄 1295 35
8871 劑 1296 35
8872 齊 1296 35
8873 齌 1296 35
8874 嚌 1296 35
8875 𨣧 1296 35
8876 懠 1296 35
8877 穧 1296 35
8878 薺 1296 35
8879 癠 1296 35
8880 眥 1296 35/36
8881 鮆 1296 36
8882 細 1297 36
8883 壻 1297 36
8884 婿 1297 36
8885 栖 1297 36
8886 切 1298 36
8887 砌 1298 36
8888 墄 1298 36
8889 𥉻 1298 36
8890 妻 1298 36
8891 帝 1299 36
8892 諦 1299 36
8893 謕 1299 36
8894 諟 1299 36
8895 嚏 1299 36
8896 疐 1299 36
8897 柢 1299 36
8898 氐 1299 36
8899 泜 1299 36
8900 蔕 1299 37
8901 螮 1299 37
8902 替 1300 37
8903 鬀 1300 37
8904 剃 1300 37
8905 楴 1300 37
8906 涕 1300 37
8907 𧝐 1300 37
8908 裼 1300 37
8909 鬄 1300 37
8910 薙 1300 37
8911 𣨼 1300 37
8912 𡲕 1300 37
8913 第 1301 37
8914 弟 1301 37
8915 悌 1301 37
8916 娣 1301 37
8917 睇 1301 37
8918 珶 1301 37
8919 遞 1301 37
8920 逓 1301 37
8921 遰 1301 37
8922 逮 1301 37
8923 禘 1301 37/38
8924 締 1301 38
8925 釱 1301 38
8926 軑 1301 38
8927 棣 1301 38
8928 杕 1301 38
8929 踶 1301 38
8930 鶗 1301 38
8931 𪂿 1301 38
8932 鷤 1301 38
8933 提 1301 38
8934 題 1301 38
8935 地 1302 38
8936 墬 1302 38
8937 埊 1302 38
8938 利 1303 38
8939 莅 1303 39
8940 涖 1303 39
8941 吏 1303 39
8942 詈 1303 39
8943 離 1303 39
8944 麗 1304 39
8945 欐 1304 39
8946 䕻 1304 39
8947 儷 1304 39
8948 攦 1304 39
8949 隷 1304 39/40
8950 隸 1304 40
8951 戾 1304 40
8952 盭 1304 40
8953 𢿐 1304 40
8954 綟 1304 40
8955 劙 1304 40
8956 悷 1304 40
8957 𩗭 1304 40
8958 攭 1304 40
8959 沴 1304 40
8960 珕 1304 40
8961 荔 1304 40/41
8962 𩗅 1304 41
8963 唳 1304 41
8964 淚 1304 41
8965 例 1304 41
8966 厲 1304 41
8967 裂 1304 41
8968 礪 1304 41
8969 勵 1304 41
8970 禲 1304 41
8971 濿 1304 41
8972 癘 1304 41
8973 㾐 1304 42
8974 蠣 1304 42
8975 𥣭 1304 42
8976 糲 1304 42
8977 迾 1304 42
8978 栵 1304 42
8979 器 1305 42
8980 弃 1305 42
8981 棄 1305 42
8982 氣 1305 42
8983 气 1305 42
8984 乞 1305 42
8985 企 1305 42
8986 跂 1305 42
8987 蚑 1305 42
8988 亟 1305 42
8989 娸 1305 42
8990 契 1306 42
8991 栔 1306 43
8992 鍥 1306 43
8993 㓶 1306 43
8994 挈 1306 43
8995 甈 1306 43
8996 憩 1306 43
8997 愒 1306 43
8998 𢠾 1306 43
8999 揭 1306 43
9000 計 1307 43
9001 薊 1307 43
9002 繫 1307 43
9003 係 1307 43
9004 繼 1307 43
9005 㡭 1307 43
9006 髻 1307 43
9007 紒 1307 43
9008 結 1307 43
9009 𨜒 1307 43
9010 轚 1307 43
9011 寄 1308 43
9012 徛 1308 43
9013 冀 1308 43
9014 兾 1308 43
9015 覬 1308 43
9016 懻 1308 43
9017 洎 1308 43/44
9018 溉 1308 44
9019 既 1308 44
9020 穊 1308 44
9021 驥 1308 44
9022 𩦸 1308 44
9023 季 1308 44
9024 記 1308 44
9025 其 1308 44
9026 忌 1308 44
9027 己 1308 44
9028 禨 1308 44
9029 璣 1308 44
9030 曁 1308 44
9031 刏 1308 44
9032 幾 1308 44
9033 猘 1308 44
9034 狾 1308 44
9035 罽 1308 44
9036 𦇧 1308 44
9037 瀱 1308 44
9038 泥 1309 44/45
9039 迡 1309 45
9040 膩 1309 45
9041 𣨼 1309 45
9042 系 1310 45
9043 繫 1310 45
9044 係 1310 45
9045 盻 1310 45
9046 禊 1310 45
9047 寐 1311 45
9048 靡 1311 45
9049 袂 1311 45
9050 謎 1311 45
9051 滯 1312 45
9052 㿃 1312 45/47
9053 御 1313 47
9054 馭 1313 47
9055 禦 1313 47
9056 圉 1313 47
9057 語 1313 47
9058 漁 1313 47
9059 䱷 1313 47
9060 遇 1313 47
9061 寓 1313 47
9062 禺 1313 47
9063 虞 1313 47
9064 飫 1314 47/48
9065 饇 1314 48
9066 淤 1314 48
9067 瘀 1314 48
9068 棜 1314 48
9069 嫗 1314 48
9070 嘔 1314 48
9071 燠 1314 48
9072 豫 1314 48
9073 預 1314 48
9074 與 1314 48
9075 歟 1314 48
9076 悆 1314 48
9077 譽 1314 48
9078 轝 1314 48
9079 輿 1314 48
9080 舁 1314 48
9081 礜 1314 48
9082 穥 1314 48
9083 蕷 1314 48/49
9084 藇 1314 49
9085 澦 1314 49
9086 鸒 1314 49
9087 芌 1314 49
9088 芋 1314 49
9089 羽 1314 49
9090 雨 1314 49
9091 𩁹 1314 49
9092 裕 1314 49
9093 欲 1314 49
9094 諭 1314 49
9095 喻 1314 49
9096 瘉 1314 49
9097 𥸤 1314 49
9098 孺 1315 49
9099 乳 1315 49
9100 茹 1315 49/50
9101 洳 1315 50
9102 如 1315 50
9103 去 1316 50
9104 驅 1316 50
9105 呿 1316 50
9106 胠 1316 50
9107 㰦 1316 50
9108 據 1317 50
9109 鐻 1317 50
9110 倨 1317 50
9111 裾 1317 50
9112 踞 1317 50
9113 据 1317 50
9114 舉 1317 50
9115 鋸 1317 50
9116 居 1317 50
9117 遽 1317 50/51
9118 渠 1317 51
9119 詎 1317 51
9120 巨 1317 51
9121 蘧 1317 51
9122 懅 1317 51
9123 勮 1317 51
9124 醵 1317 51
9125 屨 1317 51
9126 鞻 1317 51
9127 絇 1317 51
9128 句 1317 51
9129 瞿 1318 51
9130 懼 1318 51
9131 蒟 1318 51
9132 枸 1318 51
9133 具 1318 51
9134 颶 1318 51/52
9135 共 1318 52
9136 𩜃 1318 52
9137 絮 1319 52
9138 覰 1320 52
9139 狙 1320 52
9140 蜡 1320 52
9141 娶 1320 52
9142 取 1320 52
9143 趣 1320 52
9144 趨 1320 52
9145 怚 1321 52
9146 沮 1321 52
9147 苴 1321 52
9148 足 1321 52
9149 聚 1322 52
9150 𡒍 1322 52
9151 恕 1323 52
9152 庶 1323 52/53
9153 樹 1324 53
9154 澍 1324 53
9155 裋 1324 53
9156 戍 1324 53
9157 輸 1324 53
9158 隃 1324 53
9159 束 1324 53
9160 署 1324 53
9161 曙 1324 53
9162 處 1325 53
9163 絮 1325 53
9164 著 1326 53/54
9165 箸 1326 54
9166 翥 1326 54
9167 註 1326 54
9168 注 1326 54
9169 主 1326 54
9170 霔 1326 54
9171 咮 1326 54
9172 澍 1326 54
9173 鑄 1326 54
9174 軴 1326 54
9175 䪒 1326 54
9176 炷 1326 54
9177 馵 1326 54
9178 屬 1326 54
9179 紸 1326 54
9180 燭 1326 54
9181 爥 1326 54
9182 曯 1326 54
9183 祝 1326 54/55
9184 筯 1327 55
9185 箸 1327 55
9186 柱 1327 55
9187 駐 1327 55
9188 𨙦 1327 55
9189 住 1327 55
9190 鉒 1327 55
9191 除 1327 55
9192 著 1327 55
9193 躇 1327 55
9194 噓 1328 55
9195 煦 1328 55
9196 昫 1328 55
9197 呴 1328 55
9198 䣱 1328 55
9199 吁 1328 55
9200 慮 1329 55
9201 鑢 1329 55
9202 䥨 1329 55/56
9203 㔧 1329 56
9204 爐 1329 56
9205 濾 1329 56
9206 𧭜 1329 56
9207 錄 1329 56
9208 窶 1329 56
9209 屢 1329 56
9210 婁 1329 56
9211 僂 1329 56
9212 女 1330 56
9213 䨲 1330 56
9214 暮 1331 58
9215 莫 1331 58
9216 慕 1331 58
9217 墓 1331 58
9218 募 1331 58
9219 慔 1331 58
9220 鋪 1332 58
9221 誧 1332 58
9222 布 1333 58
9223 佈 1333 58
9224 怖 1333 58
9225 圃 1333 58
9226 抪 1333 58
9227 步 1334 58/59
9228 捕 1334 59
9229 𩣝 1334 59
9230 搏 1334 59
9231 哺 1334 59
9232 䊇 1334 59
9233 餔 1334 59
9234 荹 1334 59
9235 酺 1334 59
9236 𩍘 1334 59
9237 簿 1334 59
9238 部 1334 59/60
9239 素 1335 60
9240 訴 1335 60
9241 愬 1335 60
9242 愫 1335 60
9243 傃 1335 60
9244 㴑 1335 60
9245 泝 1335 60
9246 遡 1335 60
9247 塐 1335 60
9248 塑 1335 60
9249 嗉 1335 60
9250 措 1336 60/61
9251 厝 1336 61
9252 錯 1336 61
9253 醋 1336 61
9254 酢 1336 61
9255 祚 1337 61
9256 胙 1337 61
9257 阼 1337 61
9258 葄 1337 61
9259 飵 1337 61
9260 作 1338 61
9261 祖 1338 61
9262 助 1339 61
9263 耡 1339 61
9264 詛 1340 61
9265 妒 1341 61
9266 㓃 1341 61
9267 咤 1341 61
9268 姹 1341 61
9269 奼 1341 61
9270 斁 1341 61
9271 蠹 1341 61
9272 秅 1341 61/62
9273 度 1342 62
9274 渡 1342 62
9275 鍍 1342 62
9276 肚 1342 62
9277 兔 1343 62
9278 菟 1343 62
9279 吐 1343 62
9280 鵵 1343 62
9281 路 1344 62
9282 輅 1344 62
9283 賂 1344 62
9284 璐 1344 62
9285 露 1344 62/63
9286 潞 1344 63
9287 簬 1344 63
9288 簵 1344 63
9289 鷺 1344 63
9290 怒 1345 63
9291 笯 1345 63
9292 護 1346 63
9293 濩 1346 63
9294 頀 1346 63
9295 嫮 1346 63
9296 嫭 1346 63
9297 瓠 1346 63
9298 穫 1346 63
9299 互 1346 63
9300 冱 1346 63
9301 枑 1346 63/64
9302 涸 1346 64
9303 戸 1346 64
9304 謼 1347 64
9305 呼 1347 64
9306 嘑 1347 64
9307 庫 1348 64
9308 絝 1348 64
9309 胯 1348 64
9310 袴 1348 64
9311 跨 1348 64
9312 苦 1348 64
9313 顧 1349 64
9314 雇 1349 64
9315 詁 1349 64
9316 故 1349 64
9317 固 1349 64
9318 錮 1349 64/65
9319 痼 1349 65
9320 酤 1349 65
9321 沽 1349 65
9322 凅 1349 65
9323 鯝 1349 65
9324 蠱 1349 65
9325 汙 1350 65
9326 惡 1350 65
9327 嗚 1350 65
9328 𢙁 1350 65
9329 堊 1350 65
9330 雘 1350 65
9331 誤 1351 65
9332 悮 1351 65
9333 悟 1351 65
9334 寤 1351 65
9335 晤 1351 65
9336 捂 1351 65
9337 梧 1351 65
9338 遻 1351 65/66
9339 𨕣 1351 66
9340 迕 1351 66
9341 午 1351 66
9342 俉 1351 66
9343 忤 1351 66
9344 啎 1351 66
9345 逜 1351 66
9346 愕 1351 66
9347 蘁 1351 66
9348 疏 1352 66
9349 楚 1353 66
9350 赴 1354 66
9351 仆 1354 66
9352 踣 1354 66
9353 訃 1354 66
9354 付 1354 66
9355 傅 1354 66/67
9356 𦺉 1354 67
9357 簠 1354 67
9358 賦 1354 67
9359 富 1354 67
9360 冨 1354 67
9361 副 1354 67
9362 附 1355 67
9363 坿 1355 67
9364 駙 1355 67
9365 鮒 1355 67
9366 祔 1355 67
9367 柎 1355 67/68
9368 胕 1355 68
9369 賻 1355 68
9370 父 1355 68
9371 跗 1355 68
9372 婦 1355 68
9373 負 1355 68
9374 萯 1355 68
9375 偩 1355 68
9376 務 1356 68
9377 鶩 1356 68
9378 婺 1356 68
9379 瞀 1356 68
9380 霧 1356 68
9381 騖 1356 68
9382 泰 1357 70
9383 太 1357 70
9384 大 1357 70
9385 汰 1357 70
9386 忕 1357 70
9387 貸 1357 70
9388 態 1357 70
9389 詒 1357 70
9390 紿 1357 70
9391 代 1358 70
9392 岱 1358 70
9393 黛 1358 70/71
9394 袋 1358 71
9395 逮 1358 71
9396 迨 1358 71
9397 待 1358 71
9398 殆 1358 71
9399 怠 1358 71
9400 䈚 1358 71
9401 箈 1358 71
9402 曃 1358 71
9403 埭 1358 71
9404 𥓏 1358 71
9405 棣 1358 71
9406 瑇 1358 71
9407 毐 1358 71
9408 霴 1358 71
9409 帶 1359 71/72
9410 㿃 1359 72
9411 蹛 1359 72
9412 戴 1359 72
9413 載 1359 72
9414 蔕 1359 72
9415 戴 1360 72
9416 載 1360 72
9417 大 1361 72
9418 汏 1361 72
9419 軑 1361 72
9420 釱 1361 72
9421 賴 1362 72
9422 䄤 1362 72
9423 瀨 1362 72
9424 籟 1362 72
9425 癩 1362 72/73
9426 藾 1362 73
9427 糲 1362 73
9428 癘 1362 73
9429 厲 1362 73
9430 蠣 1362 73
9431 徠 1363 73
9432 勑 1363 73
9433 來 1363 73
9434 倈 1363 73
9435 萊 1363 73
9436 賚 1363 73
9437 睞 1363 73
9438 柰 1364 73
9439 奈 1364 73
9440 耐 1364 73
9441 耏 1364 73
9442 能 1364 73
9443 鼐 1364 74
9444 𣉘 1364 74
9445 菜 1365 74
9446 采 1365 74
9447 寀 1365 74
9448 棌 1365 74
9449 蔡 1365 74
9450 䌨 1365 74
9451 縩 1365 74
9452 蓋 1366 74
9453 匃 1366 74
9454 匄 1366 74
9455 丐 1366 74
9456 溉 1366 75
9457 摡 1366 75
9458 㧉 1366 75
9459 㮣 1366 75
9460 概 1366 75
9461 剴 1366 75
9462 愛 1367 75
9463 僾 1367 75
9464 薆 1367 75
9465 靉 1367 75
9466 藹 1367 75
9467 靄 1367 75
9468 䨠 1367 75
9469 謁 1367 75
9470 馤 1367 75
9471 壒 1367 75
9472 𣋞 1367 75
9473 曖 1367 75
9474 欸 1367 75
9475 艾 1368 75/76
9476 㣻 1368 76
9477 乂 1368 76
9478 礙 1368 76
9479 硋 1368 76
9480 閡 1368 76
9481 害 1369 76
9482 妎 1369 76
9483 劾 1369 76
9484 亥 1369 76
9485 外 1370 76
9486 嗄 1371 76
9487 餲 1371 76
9488 喝 1371 76
9489 慨 1372 76/77
9490 概 1372 77
9491 愾 1372 77
9492 嘅 1372 77
9493 欬 1372 77
9494 咳 1372 77
9495 鎧 1372 77
9496 𨶮 1372 77
9497 塏 1372 77
9498 磕 1372 77
9499 礚 1372 77
9500 愒 1372 77
9501 再 1373 77
9502 載 1373 77
9503 縡 1373 77
9504 裁 1373 77
9505 栽 1373 77
9506 酨 1373 77
9507 在 1374 77
9508 嘬 1375 77/78
9509 蠆 1375 78
9510 𧀱 1375 78
9511 蔕 1375 78
9512 慸 1375 78
9513 瘥 1376 78
9514 差 1376 78
9515 𣲾 1376 78
9516 戒 1377 78
9517 誡 1377 78
9518 悈 1377 78
9519 介 1377 78
9520 价 1377 78
9521 界 1377 78/79
9522 䯰 1377 79
9523 㠹 1377 79
9524 犗 1377 79
9525 疥 1377 79
9526 玠 1377 79
9527 㝏 1377 79
9528 魪 1377 79
9529 芥 1377 79
9530 屆 1377 79
9531 恝 1377 79
9532 艐 1377 79
9533 朡 1377 79
9534 懈 1377 79
9535 解 1377 79
9536 廨 1377 79
9537 繲 1377 79/80
9538 隘 1378 80
9539 阨 1378 80
9540 阸 1378 80
9541 搤 1378 80
9542 噫 1378 80
9543 醷 1378 80
9544 呃 1378 80
9545 𧦠 1378 80
9546 睚 1379 80
9547 厓 1379 80
9548 𩋧 1380 80
9549 揩 1380 80
9550 派 1381 80
9551 湃 1381 80
9552 浿 1381 80
9553 拜 1382 80
9554 𢷎 1382 80/81
9555 扒 1382 81
9556 敗 1382 81
9557 敗 1383 81
9558 唄 1383 81
9559 粺 1383 81
9560 稗 1383 81
9561 𢞎 1383 81
9562 韛 1383 81
9563 排 1383 81
9564 𦩋 1383 81
9565 糒 1383 81
9566 賣 1384 81
9567 邁 1384 81
9568 勱 1384 81
9569 𠇱 1384 81/82
9570 昧 1384 82
9571 韎 1384 82
9572 霾 1384 82
9573 曬 1385 82
9574 灑 1385 82
9575 洒 1385 82
9576 鎩 1385 82
9577 殺 1385 82
9578 煞 1385 82
9579 閷 1385 82
9580 塞 1386 82
9581 簺 1386 82
9582 僿 1386 82
9583 賽 1386 82
9584 怪 1387 82
9585 恠 1387 82
9586 𥑋 1387 82
9587 壞 1387 82
9588 夬 1387 82
9589 㹟 1387 83
9590 獪 1387 83
9591 澮 1387 83
9592 砦 1388 83
9593 寨 1388 83
9594 柴 1388 83
9595 豸 1388 83
9596 眦 1388 83
9597 眥 1388 83
9598 債 1389 83
9599 責 1389 83
9600 瘵 1389 83
9601 祭 1389 83
9602 快 1390 83
9603 駃 1390 83
9604 噲 1390 83
9605 翽 1390 83
9606 蒯 1390 83/84
9607 𦳋 1390 84
9608 蕢 1390 84
9609 塊 1390 84
9610 凷 1390 84
9611 械 1391 84
9612 齘 1391 84
9613 㒠 1391 84
9614 䪥 1391 84
9615 薤 1391 84
9616 瀣 1391 84
9617 譮 1391 84
9618 𢗊 1391 84
9619 邂 1391 84/85
9620 解 1391 85
9621 繲 1391 85
9622 壞 1392 85
9623 隊 1393 87
9624 兌 1393 87
9625 駾 1393 87
9626 䨴 1393 87
9627 薱 1393 87
9628 憝 1393 87
9629 錞 1393 87
9630 鐓 1393 87
9631 𠜑 1393 87
9632 奪 1393 87
9633 𩊭 1393 87
9634 銳 1393 87
9635 對 1394 87
9636 碓 1394 87
9637 敦 1394 87/88
9638 轛 1394 88
9639 祋 1394 88
9640 殳 1394 88
9641 退 1395 88
9642 娧 1395 88
9643 脫 1395 88
9644 蛻 1395 88
9645 稅 1395 88
9646 駾 1395 88
9647 類 1396 88
9648 率 1396 88
9649 淚 1396 88
9650 禷 1396 88
9651 累 1396 88
9652 纇 1396 88
9653 酹 1396 88
9654 耒 1396 88
9655 礧 1396 88/89
9656 雷 1396 89
9657 攂 1396 89
9658 配 1397 89
9659 妃 1397 89
9660 朏 1397 89
9661 伂 1397 89
9662 沛 1397 89
9663 霈 1397 89
9664 肺 1397 89
9665 浿 1397 89
9666 沸 1397 89
9667 旆 1398 89
9668 沛 1398 89
9669 茷 1398 89
9670 軷 1398 89
9671 佩 1398 89/90
9672 珮 1398 90
9673 背 1398 90
9674 偝 1398 90
9675 倍 1398 90
9676 誖 1398 90
9677 㫲 1398 90
9678 孛 1398 90
9679 茀 1398 90
9680 焙 1398 90
9681 邶 1398 90
9682 北 1398 90
9683 拔 1398 90
9684 琲 1398 90
9685 背 1399 90
9686 輩 1399 90
9687 貝 1399 90/91
9688 狽 1399 91
9689 妹 1400 91
9690 𩎟 1400 91
9691 昧 1400 91
9692 媚 1400 91
9693 每 1400 91
9694 脢 1400 91
9695 脄 1400 91
9696 瑁 1400 91
9697 冒 1400 91
9698 沬 1400 91
9699 媒 1400 91
9700 魅 1400 91
9701 鬽 1400 91
9702 媢 1400 91
9703 眜 1400 91
9704 痗 1400 91
9705 篃 1400 91
9706 歲 1401 91/92
9707 繐 1401 92
9708 𦄑 1401 92
9709 碎 1401 92
9710 誶 1401 92
9711 晬 1401 92
9712 祟 1401 92
9713 粹 1401 92
9714 睟 1401 92
9715 邃 1401 92
9716 遂 1402 92
9717 術 1402 92/93
9718 鐩 1402 93
9719 燧 1402 93
9720 穟 1402 93
9721 㸂 1402 93
9722 鐆 1402 93
9723 隧 1402 93
9724 𡑞 1402 93
9725 襚 1402 93
9726 旞 1402 93
9727 璲 1402 93
9728 𦂁 1402 93
9729 檖 1402 93
9730 澻 1402 93
9731 穗 1402 93
9732 篲 1402 93
9733 彗 1402 93
9734 翠 1403 93
9735 脃 1403 93
9736 倅 1403 93/94
9737 淬 1403 94
9738 焠 1403 94
9739 啐 1403 94
9740 萃 1404 94
9741 顇 1404 94
9742 悴 1404 94
9743 瘁 1404 94
9744 崪 1404 94
9745 襊 1404 94
9746 㝮 1404 94
9747 踤 1404 94
9748 潰 1405 94
9749 䜋 1405 94
9750 聵 1405 94
9751 瞶 1405 94
9752 闠 1405 94
9753 匯 1405 94
9754 䔇 1405 94
9755 回 1405 94/95
9756 迴 1405 95
9757 會 1405 95
9758 繪 1405 95
9759 繢 1405 95
9760 禬 1405 95
9761 靧 1405 95
9762 頮 1405 95
9763 沬 1405 95
9764 誨 1406 95
9765 悔 1406 95
9766 晦 1406 95
9767 𠧩 1406 95
9768 沬 1406 95
9769 𧬨 1406 95
9770 翽 1406 95
9771 噦 1406 95
9772 喙 1406 95
9773 顪 1406 95
9774 諱 1406 95
9775 卉 1406 95
9776 芔 1406 95
9777 蜼 1406 96
9778 毀 1406 96
9779 慧 1407 96
9780 惠 1407 96
9781 憓 1407 96
9782 譓 1407 96
9783 𨎥 1407 96
9784 蕙 1407 96
9785 恚 1407 96
9786 烓 1407 96
9787 隋 1407 96
9788 嘒 1407 96
9789 暳 1407 96
9790 叡 1408 96
9791 睿 1408 96
9792 𧮲 1408 96
9793 銳 1408 96
9794 兌 1408 96/97
9795 稅 1408 97
9796 汭 1409 97
9797 芮 1409 97
9798 枘 1409 97
9799 内 1409 97
9800 蜹 1409 97
9801 儈 1410 97
9802 襘 1410 97
9803 劊 1410 97
9804 鱠 1410 97
9805 膾 1410 97
9806 廥 1410 97
9807 獪 1410 97
9808 𥢶 1410 97
9809 鄶 1410 97
9810 檜 1410 97
9811 澮 1410 98
9812 旝 1410 98
9813 䯤 1410 98
9814 會 1410 98
9815 鬠 1410 98
9816 璯 1410 98
9817 憒 1410 98
9818 慖 1410 98
9819 幗 1410 98
9820 貴 1411 98
9821 䝿 1411 98
9822 瞶 1411 98
9823 劌 1411 98
9824 橛 1411 98
9825 嶡 1411 98
9826 撅 1411 98
9827 劂 1411 98
9828 𠜾 1411 99
9829 蹶 1411 99
9830 蹷 1411 99
9831 鱖 1411 99
9832 闑 1411 99
9833 臬 1411 99
9834 桂 1411 99
9835 筀 1411 99
9836 䳏 1411 99
9837 愧 1411 99
9838 媿 1411 99
9839 騩 1411 99
9840 攰 1411 99
9841 庪 1411 99
9842 庋 1411 99
9843 匱 1412 99
9844 鐀 1412 99
9845 蕢 1412 99/100
9846 簣 1412 100
9847 饋 1412 100
9848 餽 1412 100
9849 櫃 1412 100
9850 墜 1413 100
9851 隊 1413 100
9852 隧 1413 100
9853 懟 1413 100
9854 譵 1413 100
9855 𨽎 1413 100
9856 縋 1413 100
9857 錘 1413 100
9858 硾 1413 100
9859 磓 1413 100
9860 礈 1413 100
9861 甀 1413 100
9862 槌 1413 100
9863 膇 1413 100
9864 腄 1413 100
9865 穢 1414 100
9866 薉 1414 100
9867 濊 1414 100
9868 𢕺 1414 100
9869 薈 1414 100
9870 懀 1414 100
9871 餧 1414 100
9872 委 1414 100/101
9873 骩 1414 101
9874 萎 1414 101
9875 尉 1415 101
9876 慰 1415 101
9877 畏 1415 101
9878 罻 1415 101
9879 蔚 1415 101
9880 霨 1415 101
9881 胃 1416 101
9882 謂 1416 101
9883 㥜 1416 101
9884 渭 1416 101
9885 彙 1416 101/102
9886 蝟 1416 102
9887 緯 1416 102
9888 緭 1416 102
9889 煟 1416 102
9890 圍 1416 102
9891 位 1416 102
9892 衛 1416 102
9893 璏 1416 102
9894 轊 1416 102
9895 軎 1416 102
9896 槥 1416 102
9897 𤑒 1416 102
9898 彗 1416 102
9899 爲 1416 102
9900 遺 1416 102
9901 壝 1416 102
9902 魏 1417 102
9903 犩 1417 102
9904 僞 1417 102
9905 磑 1417 102/103
9906 惴 1418 103
9907 錘 1418 103
9908 諈 1418 103
9909 贅 1418 103
9910 綴 1418 103
9911 餟 1418 103
9912 醊 1418 103
9913 畷 1418 103
9914 錣 1418 103
9915 吹 1419 103
9916 出 1419 103
9917 毳 1419 103
9918 膬 1419 103
9919 竁 1419 103
9920 橇 1419 103
9921 喙 1419 103
9922 瑞 1420 103/104
9923 倕 1420 104
9924 垂 1420 104
9925 睡 1420 104
9926 稅 1421 104
9927 說 1421 104
9928 裞 1421 104
9929 帨 1421 104
9930 䬽 1421 104
9931 涗 1421 104
9932 蛻 1421 104
9933 帥 1422 104/105
9934 率 1422 105
9935 諉 1423 105
9936 内 1424 105
9937 觖 1425 105
9938 塊 1425 105
9939 凷 1425 105
9940 蕢 1425 105
9941 堁 1425 105
9942 𥢶 1425 105
9943 悸 1426 105
9944 喟 1427 105
9945 嘳 1427 105
9946 巋 1427 105
9947 䙡 1427 105
9948 醉 1428 105
9949 晬 1428 105
9950 祽 1428 105
9951 綷 1428 106
9952 最 1428 106
9953 棷 1428 106
9954 稡 1428 106
9955 蕝 1428 106
9956 蕞 1428 106
9957 睢 1429 106
9958 震 1430 108
9959 振 1430 108
9960 賑 1430 108
